Driver,Body,Tires,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG
Bowser,P-Wing,Blue Standard Normal Blue,4.5,2.0,3.5,2.25,2.25,5.0,4.25,4.75,4.5,1.75,1.75,2.0,1.5
Bowser,P-Wing,Hot Monster Funky Monster,5.0,1.5,3.75,2.75,2.0,5.0,4.0,4.75,4.0,1.0,1.25,1.25,1.0
Bowser,P-Wing,Azure Roller,4.0,2.5,3.0,2.0,2.75,4.5,4.25,4.25,4.5,2.0,2.0,2.25,1.75
Bowser,P-Wing,Crimson Slim,4.5,1.5,4.0,1.25,2.0,5.25,4.0,5.25,4.25,2.0,2.0,2.0,1.75
Bowser,P-Wing,Cyber Slick,4.75,1.25,4.0,1.0,1.5,5.5,3.5,5.25,3.75,1.5,1.0,1.75,1.0
Bowser,P-Wing,Retro Off-Road,4.75,1.75,3.75,2.5,1.75,5.25,4.5,4.75,4.0,1.25,1.25,1.75,1.25
Bowser,P-Wing,Gold Tires Gold Wheels,5.0,1.0,3.25,1.5,1.5,5.5,4.25,4.5,4.25,1.5,1.5,1.5,0.75
Bowser,P-Wing,GLA Tires GLA Wheels,4.5,2.0,3.5,2.25,2.25,5.0,4.25,4.75,4.5,1.75,1.75,2.0,1.5
Bowser,P-Wing,Triforce Tires Triforce Tyres,4.75,1.75,3.75,2.5,1.75,5.25,4.5,4.75,4.0,1.25,1.25,1.75,1.25
Bowser,P-Wing,Leaf Tires Leaf Tyres,4.0,2.25,3.25,1.75,2.5,4.75,4.0,4.75,4.25,1.75,1.75,2.25,1.25
Bowser,P-Wing,Ancient Tires Ancient Tyres,5.0,1.5,3.75,2.75,2.0,5.0,4.0,4.75,4.0,1.0,1.25,1.25,1.0
Bowser,City Tripper,Standard Normal,4.0,3.25,3.5,3.0,3.25,4.0,4.75,4.0,4.25,2.75,2.5,2.5,2.0
Bowser,City Tripper,Monster,4.5,2.75,3.75,3.5,3.0,4.0,4.5,4.0,3.75,2.0,2.0,1.75,1.5
Bowser,City Tripper,Roller,3.5,3.75,3.0,2.75,3.75,3.5,4.75,3.5,4.25,3.0,2.75,2.75,2.25
Bowser,City Tripper,Slim,4.0,2.75,4.0,2.0,3.0,4.25,4.5,4.5,4.0,3.0,2.75,2.5,2.25
Bowser,City Tripper,Slick,4.25,2.5,4.0,1.75,2.5,4.5,4.0,4.5,3.5,2.5,1.75,2.25,1.5
Bowser,City Tripper,Metal,4.5,2.25,3.25,2.25,2.5,4.5,4.75,3.75,4.0,2.5,2.25,2.0,1.25
Bowser,City Tripper,Button,3.5,3.5,3.25,2.5,3.5,3.75,4.5,4.0,4.0,2.75,2.5,2.75,1.75
Bowser,City Tripper,Off-Road,4.25,3.0,3.75,3.25,2.75,4.25,5.0,4.0,3.75,2.25,2.0,2.25,1.75
Bowser,City Tripper,Sponge,3.75,3.25,3.5,3.25,3.5,3.75,4.25,3.75,4.5,2.5,2.0,2.25,2.0
Bowser,City Tripper,Wood Wooden,4.0,2.75,4.0,2.0,3.0,4.25,4.5,4.5,4.0,3.0,2.75,2.5,2.25
Bowser,City Tripper,Cushion,3.75,3.25,3.5,3.25,3.5,3.75,4.25,3.75,4.5,2.5,2.0,2.25,2.0
Bowser,City Tripper,Blue Standard Normal Blue,4.0,3.25,3.5,3.0,3.25,4.0,4.75,4.0,4.25,2.75,2.5,2.5,2.0
Bowser,City Tripper,Hot Monster Funky Monster,4.5,2.75,3.75,3.5,3.0,4.0,4.5,4.0,3.75,2.0,2.0,1.75,1.5
Bowser,City Tripper,Azure Roller,3.5,3.75,3.0,2.75,3.75,3.5,4.75,3.5,4.25,3.0,2.75,2.75,2.25
Bowser,City Tripper,Crimson Slim,4.0,2.75,4.0,2.0,3.0,4.25,4.5,4.5,4.0,3.0,2.75,2.5,2.25
Bowser,City Tripper,Cyber Slick,4.25,2.5,4.0,1.75,2.5,4.5,4.0,4.5,3.5,2.5,1.75,2.25,1.5
Bowser,City Tripper,Retro Off-Road,4.25,3.0,3.75,3.25,2.75,4.25,5.0,4.0,3.75,2.25,2.0,2.25,1.75
Bowser,City Tripper,Gold Tires Gold Wheels,4.5,2.25,3.25,2.25,2.5,4.5,4.75,3.75,4.0,2.5,2.25,2.0,1.25
Bowser,City Tripper,GLA Tires GLA Wheels,4.0,3.25,3.5,3.0,3.25,4.0,4.75,4.0,4.25,2.75,2.5,2.5,2.0
Bowser,City Tripper,Triforce Tires Triforce Tyres,4.25,3.0,3.75,3.25,2.75,4.25,5.0,4.0,3.75,2.25,2.0,2.25,1.75
Bowser,City Tripper,Leaf Tires Leaf Tyres,3.5,3.5,3.25,2.5,3.5,3.75,4.5,4.0,4.0,2.75,2.5,2.75,1.75
Bowser,City Tripper,Ancient Tires Ancient Tyres,4.5,2.75,3.75,3.5,3.0,4.0,4.5,4.0,3.75,2.0,2.0,1.75,1.5
Bowser,Bone Rattler,Standard Normal,4.75,2.0,3.0,2.75,2.5,4.75,5.25,4.25,4.0,1.75,2.75,1.75,1.75
Bowser,Bone Rattler,Monster,5.25,1.5,3.25,3.25,2.25,4.75,5.0,4.25,3.5,1.0,2.25,1.0,1.25
Bowser,Bone Rattler,Roller,4.25,2.5,2.5,2.5,3.0,4.25,5.25,3.75,4.0,2.0,3.0,2.0,2.0
Bowser,Bone Rattler,Slim,4.75,1.5,3.5,1.75,2.25,5.0,5.0,4.75,3.75,2.0,3.0,1.75,2.0
Bowser,Bone Rattler,Slick,5.0,1.25,3.5,1.5,1.75,5.25,4.5,4.75,3.25,1.5,2.0,1.5,1.25
Bowser,Bone Rattler,Metal,5.25,1.0,2.75,2.0,1.75,5.25,5.25,4.0,3.75,1.5,2.5,1.25,1.0
Bowser,Bone Rattler,Button,4.25,2.25,2.75,2.25,2.75,4.5,5.0,4.25,3.75,1.75,2.75,2.0,1.5
Bowser,Bone Rattler,Off-Road,5.0,1.75,3.25,3.0,2.0,5.0,5.5,4.25,3.5,1.25,2.25,1.5,1.5
Bowser,Bone Rattler,Sponge,4.5,2.0,3.0,3.0,2.75,4.5,4.75,4.0,4.25,1.5,2.25,1.5,1.75
Bowser,Bone Rattler,Wood Wooden,4.75,1.5,3.5,1.75,2.25,5.0,5.0,4.75,3.75,2.0,3.0,1.75,2.0
Bowser,Bone Rattler,Cushion,4.5,2.0,3.0,3.0,2.75,4.5,4.75,4.0,4.25,1.5,2.25,1.5,1.75
Bowser,Bone Rattler,Blue Standard Normal Blue,4.75,2.0,3.0,2.75,2.5,4.75,5.25,4.25,4.0,1.75,2.75,1.75,1.75
Bowser,Bone Rattler,Hot Monster Funky Monster,5.25,1.5,3.25,3.25,2.25,4.75,5.0,4.25,3.5,1.0,2.25,1.0,1.25
Bowser,Bone Rattler,Azure Roller,4.25,2.5,2.5,2.5,3.0,4.25,5.25,3.75,4.0,2.0,3.0,2.0,2.0
Bowser,Bone Rattler,Crimson Slim,4.75,1.5,3.5,1.75,2.25,5.0,5.0,4.75,3.75,2.0,3.0,1.75,2.0
Bowser,Bone Rattler,Cyber Slick,5.0,1.25,3.5,1.5,1.75,5.25,4.5,4.75,3.25,1.5,2.0,1.5,1.25
Bowser,Bone Rattler,Retro Off-Road,5.0,1.75,3.25,3.0,2.0,5.0,5.5,4.25,3.5,1.25,2.25,1.5,1.5
Bowser,Bone Rattler,Gold Tires Gold Wheels,5.25,1.0,2.75,2.0,1.75,5.25,5.25,4.0,3.75,1.5,2.5,1.25,1.0
Bowser,Bone Rattler,GLA Tires GLA Wheels,4.75,2.0,3.0,2.75,2.5,4.75,5.25,4.25,4.0,1.75,2.75,1.75,1.75
Bowser,Bone Rattler,Triforce Tires Triforce Tyres,5.0,1.75,3.25,3.0,2.0,5.0,5.5,4.25,3.5,1.25,2.25,1.5,1.5
Bowser,Bone Rattler,Leaf Tires Leaf Tyres,4.25,2.25,2.75,2.25,2.75,4.5,5.0,4.25,3.75,1.75,2.75,2.0,1.5
Bowser,Bone Rattler,Ancient Tires Ancient Tyres,5.25,1.5,3.25,3.25,2.25,4.75,5.0,4.25,3.5,1.0,2.25,1.0,1.25
Bowser,Koopa Clown,Standard Normal,4.5,2.25,3.75,3.75,2.75,4.25,5.0,4.5,4.75,2.5,2.5,2.25,2.25
Bowser,Koopa Clown,Monster,5.0,1.75,4.0,4.25,2.5,4.25,4.75,4.5,4.25,1.75,2.0,1.5,1.75
Bowser,Koopa Clown,Roller,4.0,2.75,3.25,3.5,3.25,3.75,5.0,4.0,4.75,2.75,2.75,2.5,2.5
Bowser,Koopa Clown,Slim,4.5,1.75,4.25,2.75,2.5,4.5,4.75,5.0,4.5,2.75,2.75,2.25,2.5
Bowser,Koopa Clown,Slick,4.75,1.5,4.25,2.5,2.0,4.75,4.25,5.0,4.0,2.25,1.75,2.0,1.75
Bowser,Koopa Clown,Metal,5.0,1.25,3.5,3.0,2.0,4.75,5.0,4.25,4.5,2.25,2.25,1.75,1.5
Bowser,Koopa Clown,Button,4.0,2.5,3.5,3.25,3.0,4.0,4.75,4.5,4.5,2.5,2.5,2.5,2.0
Bowser,Koopa Clown,Off-Road,4.75,2.0,4.0,4.0,2.25,4.5,5.25,4.5,4.25,2.0,2.0,2.0,2.0
Bowser,Koopa Clown,Sponge,4.25,2.25,3.75,4.0,3.0,4.0,4.5,4.25,5.0,2.25,2.0,2.0,2.25
Bowser,Koopa Clown,Wood Wooden,4.5,1.75,4.25,2.75,2.5,4.5,4.75,5.0,4.5,2.75,2.75,2.25,2.5
Bowser,Koopa Clown,Cushion,4.25,2.25,3.75,4.0,3.0,4.0,4.5,4.25,5.0,2.25,2.0,2.0,2.25
Bowser,Koopa Clown,Blue Standard Normal Blue,4.5,2.25,3.75,3.75,2.75,4.25,5.0,4.5,4.75,2.5,2.5,2.25,2.25
Bowser,Koopa Clown,Hot Monster Funky Monster,5.0,1.75,4.0,4.25,2.5,4.25,4.75,4.5,4.25,1.75,2.0,1.5,1.75
Bowser,Koopa Clown,Azure Roller,4.0,2.75,3.25,3.5,3.25,3.75,5.0,4.0,4.75,2.75,2.75,2.5,2.5
Bowser,Koopa Clown,Crimson Slim,4.5,1.75,4.25,2.75,2.5,4.5,4.75,5.0,4.5,2.75,2.75,2.25,2.5
Bowser,Koopa Clown,Cyber Slick,4.75,1.5,4.25,2.5,2.0,4.75,4.25,5.0,4.0,2.25,1.75,2.0,1.75
Bowser,Koopa Clown,Retro Off-Road,4.75,2.0,4.0,4.0,2.25,4.5,5.25,4.5,4.25,2.0,2.0,2.0,2.0
Bowser,Koopa Clown,Gold Tires Gold Wheels,5.0,1.25,3.5,3.0,2.0,4.75,5.0,4.25,4.5,2.25,2.25,1.75,1.5
Bowser,Koopa Clown,GLA Tires GLA Wheels,4.5,2.25,3.75,3.75,2.75,4.25,5.0,4.5,4.75,2.5,2.5,2.25,2.25
Bowser,Koopa Clown,Triforce Tires Triforce Tyres,4.75,2.0,4.0,4.0,2.25,4.5,5.25,4.5,4.25,2.0,2.0,2.0,2.0
Bowser,Koopa Clown,Leaf Tires Leaf Tyres,4.0,2.5,3.5,3.25,3.0,4.0,4.75,4.5,4.5,2.5,2.5,2.5,2.0
Bowser,Koopa Clown,Ancient Tires Ancient Tyres,5.0,1.75,4.0,4.25,2.5,4.25,4.75,4.5,4.25,1.75,2.0,1.5,1.75
Bowser,Splat Buggy,Standard Normal,3.75,2.5,3.0,2.75,2.75,4.75,4.5,4.75,4.75,2.0,2.25,2.75,1.75
Bowser,Splat Buggy,Monster,4.25,2.0,3.25,3.25,2.5,4.75,4.25,4.75,4.25,1.25,1.75,2.0,1.25
Bowser,Splat Buggy,Roller,3.25,3.0,2.5,2.5,3.25,4.25,4.5,4.25,4.75,2.25,2.5,3.0,2.0
Bowser,Splat Buggy,Slim,3.75,2.0,3.5,1.75,2.5,5.0,4.25,5.25,4.5,2.25,2.5,2.75,2.0
Bowser,Splat Buggy,Slick,4.0,1.75,3.5,1.5,2.0,5.25,3.75,5.25,4.0,1.75,1.5,2.5,1.25
Bowser,Splat Buggy,Metal,4.25,1.5,2.75,2.0,2.0,5.25,4.5,4.5,4.5,1.75,2.0,2.25,1.0
Bowser,Splat Buggy,Button,3.25,2.75,2.75,2.25,3.0,4.5,4.25,4.75,4.5,2.0,2.25,3.0,1.5
Bowser,Splat Buggy,Off-Road,4.0,2.25,3.25,3.0,2.25,5.0,4.75,4.75,4.25,1.5,1.75,2.5,1.5
Bowser,Splat Buggy,Sponge,3.5,2.5,3.0,3.0,3.0,4.5,4.0,4.5,5.0,1.75,1.75,2.5,1.75
Bowser,Splat Buggy,Wood Wooden,3.75,2.0,3.5,1.75,2.5,5.0,4.25,5.25,4.5,2.25,2.5,2.75,2.0
Bowser,Splat Buggy,Cushion,3.5,2.5,3.0,3.0,3.0,4.5,4.0,4.5,5.0,1.75,1.75,2.5,1.75
Bowser,Splat Buggy,Blue Standard Normal Blue,3.75,2.5,3.0,2.75,2.75,4.75,4.5,4.75,4.75,2.0,2.25,2.75,1.75
Bowser,Splat Buggy,Hot Monster Funky Monster,4.25,2.0,3.25,3.25,2.5,4.75,4.25,4.75,4.25,1.25,1.75,2.0,1.25
Bowser,Splat Buggy,Azure Roller,3.25,3.0,2.5,2.5,3.25,4.25,4.5,4.25,4.75,2.25,2.5,3.0,2.0
Bowser,Splat Buggy,Crimson Slim,3.75,2.0,3.5,1.75,2.5,5.0,4.25,5.25,4.5,2.25,2.5,2.75,2.0
Bowser,Splat Buggy,Cyber Slick,4.0,1.75,3.5,1.5,2.0,5.25,3.75,5.25,4.0,1.75,1.5,2.5,1.25
Bowser,Splat Buggy,Retro Off-Road,4.0,2.25,3.25,3.0,2.25,5.0,4.75,4.75,4.25,1.5,1.75,2.5,1.5
Bowser,Splat Buggy,Gold Tires Gold Wheels,4.25,1.5,2.75,2.0,2.0,5.25,4.5,4.5,4.5,1.75,2.0,2.25,1.0
Bowser,Splat Buggy,GLA Tires GLA Wheels,3.75,2.5,3.0,2.75,2.75,4.75,4.5,4.75,4.75,2.0,2.25,2.75,1.75
Bowser,Splat Buggy,Triforce Tires Triforce Tyres,4.0,2.25,3.25,3.0,2.25,5.0,4.75,4.75,4.25,1.5,1.75,2.5,1.5
Bowser,Splat Buggy,Leaf Tires Leaf Tyres,3.25,2.75,2.75,2.25,3.0,4.5,4.25,4.75,4.5,2.0,2.25,3.0,1.5
Bowser,Splat Buggy,Ancient Tires Ancient Tyres,4.25,2.0,3.25,3.25,2.5,4.75,4.25,4.75,4.25,1.25,1.75,2.0,1.25
Bowser,Inkstriker,Standard Normal,4.5,2.5,3.25,3.0,3.0,4.5,4.75,5.0,5.0,2.0,2.0,2.5,2.0
Bowser,Inkstriker,Monster,5.0,2.0,3.5,3.5,2.75,4.5,4.5,5.0,4.5,1.25,1.5,1.75,1.5
Bowser,Inkstriker,Roller,4.0,3.0,2.75,2.75,3.5,4.0,4.75,4.5,5.0,2.25,2.25,2.75,2.25
Bowser,Inkstriker,Slim,4.5,2.0,3.75,2.0,2.75,4.75,4.5,5.5,4.75,2.25,2.25,2.5,2.25
Bowser,Inkstriker,Slick,4.75,1.75,3.75,1.75,2.25,5.0,4.0,5.5,4.25,1.75,1.25,2.25,1.5
Bowser,Inkstriker,Metal,5.0,1.5,3.0,2.25,2.25,5.0,4.75,4.75,4.75,1.75,1.75,2.0,1.25
Bowser,Inkstriker,Button,4.0,2.75,3.0,2.5,3.25,4.25,4.5,5.0,4.75,2.0,2.0,2.75,1.75
Bowser,Inkstriker,Off-Road,4.75,2.25,3.5,3.25,2.5,4.75,5.0,5.0,4.5,1.5,1.5,2.25,1.75
Bowser,Inkstriker,Sponge,4.25,2.5,3.25,3.25,3.25,4.25,4.25,4.75,5.25,1.75,1.5,2.25,2.0
Bowser,Inkstriker,Wood Wooden,4.5,2.0,3.75,2.0,2.75,4.75,4.5,5.5,4.75,2.25,2.25,2.5,2.25
Bowser,Inkstriker,Cushion,4.25,2.5,3.25,3.25,3.25,4.25,4.25,4.75,5.25,1.75,1.5,2.25,2.0
Bowser,Inkstriker,Blue Standard Normal Blue,4.5,2.5,3.25,3.0,3.0,4.5,4.75,5.0,5.0,2.0,2.0,2.5,2.0
Bowser,Inkstriker,Hot Monster Funky Monster,5.0,2.0,3.5,3.5,2.75,4.5,4.5,5.0,4.5,1.25,1.5,1.75,1.5
Bowser,Inkstriker,Azure Roller,4.0,3.0,2.75,2.75,3.5,4.0,4.75,4.5,5.0,2.25,2.25,2.75,2.25
Bowser,Inkstriker,Crimson Slim,4.5,2.0,3.75,2.0,2.75,4.75,4.5,5.5,4.75,2.25,2.25,2.5,2.25
Bowser,Inkstriker,Cyber Slick,4.75,1.75,3.75,1.75,2.25,5.0,4.0,5.5,4.25,1.75,1.25,2.25,1.5
Bowser,Inkstriker,Retro Off-Road,4.75,2.25,3.5,3.25,2.5,4.75,5.0,5.0,4.5,1.5,1.5,2.25,1.75
Bowser,Inkstriker,Gold Tires Gold Wheels,5.0,1.5,3.0,2.25,2.25,5.0,4.75,4.75,4.75,1.75,1.75,2.0,1.25
Bowser,Inkstriker,GLA Tires GLA Wheels,4.5,2.5,3.25,3.0,3.0,4.5,4.75,5.0,5.0,2.0,2.0,2.5,2.0
Bowser,Inkstriker,Triforce Tires Triforce Tyres,4.75,2.25,3.5,3.25,2.5,4.75,5.0,5.0,4.5,1.5,1.5,2.25,1.75
Bowser,Inkstriker,Leaf Tires Leaf Tyres,4.0,2.75,3.0,2.5,3.25,4.25,4.5,5.0,4.75,2.0,2.0,2.75,1.75
Bowser,Inkstriker,Ancient Tires Ancient Tyres,5.0,2.0,3.5,3.5,2.75,4.5,4.5,5.0,4.5,1.25,1.5,1.75,1.5
Bowser,Master Cycle Zero,Standard Normal,4.5,2.25,3.75,3.75,2.75,4.25,5.0,4.5,4.75,2.5,2.5,2.25,2.25
Bowser,Master Cycle Zero,Monster,5.0,1.75,4.0,4.25,2.5,4.25,4.75,4.5,4.25,1.75,2.0,1.5,1.75
Bowser,Master Cycle Zero,Roller,4.0,2.75,3.25,3.5,3.25,3.75,5.0,4.0,4.75,2.75,2.75,2.5,2.5
Bowser,Master Cycle Zero,Slim,4.5,1.75,4.25,2.75,2.5,4.5,4.75,5.0,4.5,2.75,2.75,2.25,2.5
Bowser,Master Cycle Zero,Slick,4.75,1.5,4.25,2.5,2.0,4.75,4.25,5.0,4.0,2.25,1.75,2.0,1.75
Bowser,Master Cycle Zero,Metal,5.0,1.25,3.5,3.0,2.0,4.75,5.0,4.25,4.5,2.25,2.25,1.75,1.5
Bowser,Master Cycle Zero,Button,4.0,2.5,3.5,3.25,3.0,4.0,4.75,4.5,4.5,2.5,2.5,2.5,2.0
Bowser,Master Cycle Zero,Off-Road,4.75,2.0,4.0,4.0,2.25,4.5,5.25,4.5,4.25,2.0,2.0,2.0,2.0
Bowser,Master Cycle Zero,Sponge,4.25,2.25,3.75,4.0,3.0,4.0,4.5,4.25,5.0,2.25,2.0,2.0,2.25
Bowser,Master Cycle Zero,Wood Wooden,4.5,1.75,4.25,2.75,2.5,4.5,4.75,5.0,4.5,2.75,2.75,2.25,2.5
Bowser,Master Cycle Zero,Cushion,4.25,2.25,3.75,4.0,3.0,4.0,4.5,4.25,5.0,2.25,2.0,2.0,2.25
Bowser,Master Cycle Zero,Blue Standard Normal Blue,4.5,2.25,3.75,3.75,2.75,4.25,5.0,4.5,4.75,2.5,2.5,2.25,2.25
Bowser,Master Cycle Zero,Hot Monster Funky Monster,5.0,1.75,4.0,4.25,2.5,4.25,4.75,4.5,4.25,1.75,2.0,1.5,1.75
Bowser,Master Cycle Zero,Azure Roller,4.0,2.75,3.25,3.5,3.25,3.75,5.0,4.0,4.75,2.75,2.75,2.5,2.5
Bowser,Master Cycle Zero,Crimson Slim,4.5,1.75,4.25,2.75,2.5,4.5,4.75,5.0,4.5,2.75,2.75,2.25,2.5
Bowser,Master Cycle Zero,Cyber Slick,4.75,1.5,4.25,2.5,2.0,4.75,4.25,5.0,4.0,2.25,1.75,2.0,1.75
Bowser,Master Cycle Zero,Retro Off-Road,4.75,2.0,4.0,4.0,2.25,4.5,5.25,4.5,4.25,2.0,2.0,2.0,2.0
Bowser,Master Cycle Zero,Gold Tires Gold Wheels,5.0,1.25,3.5,3.0,2.0,4.75,5.0,4.25,4.5,2.25,2.25,1.75,1.5
Bowser,Master Cycle Zero,GLA Tires GLA Wheels,4.5,2.25,3.75,3.75,2.75,4.25,5.0,4.5,4.75,2.5,2.5,2.25,2.25
Bowser,Master Cycle Zero,Triforce Tires Triforce Tyres,4.75,2.0,4.0,4.0,2.25,4.5,5.25,4.5,4.25,2.0,2.0,2.0,2.0
Bowser,Master Cycle Zero,Leaf Tires Leaf Tyres,4.0,2.5,3.5,3.25,3.0,4.0,4.75,4.5,4.5,2.5,2.5,2.5,2.0
Bowser,Master Cycle Zero,Ancient Tires Ancient Tyres,5.0,1.75,4.0,4.25,2.5,4.25,4.75,4.5,4.25,1.75,2.0,1.5,1.75
Donkey Kong,Standard Kart,Standard Normal,3.75,3.0,4.5,2.75,3.25,4.25,4.5,4.25,4.5,2.75,2.5,2.75,2.75
Donkey Kong,Standard Kart,Monster,4.25,2.5,4.75,3.25,3.0,4.25,4.25,4.25,4.0,2.0,2.0,2.0,2.25
Donkey Kong,Standard Kart,Roller,3.25,3.5,4.0,2.5,3.75,3.75,4.5,3.75,4.5,3.0,2.75,3.0,3.0
Donkey Kong,Standard Kart,Slim,3.75,2.5,5.0,1.75,3.0,4.5,4.25,4.75,4.25,3.0,2.75,2.75,3.0
Donkey Kong,Standard Kart,Slick,4.0,2.25,5.0,1.5,2.5,4.75,3.75,4.75,3.75,2.5,1.75,2.5,2.25
Donkey Kong,Standard Kart,Metal,4.25,2.0,4.25,2.0,2.5,4.75,4.5,4.0,4.25,2.5,2.25,2.25,2.0
Donkey Kong,Standard Kart,Button,3.25,3.25,4.25,2.25,3.5,4.0,4.25,4.25,4.25,2.75,2.5,3.0,2.5
Donkey Kong,Standard Kart,Off-Road,4.0,2.75,4.75,3.0,2.75,4.5,4.75,4.25,4.0,2.25,2.0,2.5,2.5
Donkey Kong,Standard Kart,Sponge,3.5,3.0,4.5,3.0,3.5,4.0,4.0,4.0,4.75,2.5,2.0,2.5,2.75
Donkey Kong,Standard Kart,Wood Wooden,3.75,2.5,5.0,1.75,3.0,4.5,4.25,4.75,4.25,3.0,2.75,2.75,3.0
Donkey Kong,Standard Kart,Cushion,3.5,3.0,4.5,3.0,3.5,4.0,4.0,4.0,4.75,2.5,2.0,2.5,2.75
Donkey Kong,Standard Kart,Blue Standard Normal Blue,3.75,3.0,4.5,2.75,3.25,4.25,4.5,4.25,4.5,2.75,2.5,2.75,2.75
Donkey Kong,Standard Kart,Hot Monster Funky Monster,4.25,2.5,4.75,3.25,3.0,4.25,4.25,4.25,4.0,2.0,2.0,2.0,2.25
Donkey Kong,Standard Kart,Azure Roller,3.25,3.5,4.0,2.5,3.75,3.75,4.5,3.75,4.5,3.0,2.75,3.0,3.0
Donkey Kong,Standard Kart,Crimson Slim,3.75,2.5,5.0,1.75,3.0,4.5,4.25,4.75,4.25,3.0,2.75,2.75,3.0
Donkey Kong,Standard Kart,Cyber Slick,4.0,2.25,5.0,1.5,2.5,4.75,3.75,4.75,3.75,2.5,1.75,2.5,2.25
Donkey Kong,Standard Kart,Retro Off-Road,4.0,2.75,4.75,3.0,2.75,4.5,4.75,4.25,4.0,2.25,2.0,2.5,2.5
Donkey Kong,Standard Kart,Gold Tires Gold Wheels,4.25,2.0,4.25,2.0,2.5,4.75,4.5,4.0,4.25,2.5,2.25,2.25,2.0
Donkey Kong,Standard Kart,GLA Tires GLA Wheels,3.75,3.0,4.5,2.75,3.25,4.25,4.5,4.25,4.5,2.75,2.5,2.75,2.75
Donkey Kong,Standard Kart,Triforce Tires Triforce Tyres,4.0,2.75,4.75,3.0,2.75,4.5,4.75,4.25,4.0,2.25,2.0,2.5,2.5
Donkey Kong,Standard Kart,Leaf Tires Leaf Tyres,3.25,3.25,4.25,2.25,3.5,4.0,4.25,4.25,4.25,2.75,2.5,3.0,2.5
Donkey Kong,Standard Kart,Ancient Tires Ancient Tyres,4.25,2.5,4.75,3.25,3.0,4.25,4.25,4.25,4.0,2.0,2.0,2.0,2.25
Donkey Kong,Pipe Frame,Standard Normal,3.5,3.5,4.5,3.0,3.5,3.75,4.5,3.75,4.0,3.25,3.0,3.0,2.5
Donkey Kong,Pipe Frame,Monster,4.0,3.0,4.75,3.5,3.25,3.75,4.25,3.75,3.5,2.5,2.5,2.25,2.0
Donkey Kong,Pipe Frame,Roller,3.0,4.0,4.0,2.75,4.0,3.25,4.5,3.25,4.0,3.5,3.25,3.25,2.75
Donkey Kong,Pipe Frame,Slim,3.5,3.0,5.0,2.0,3.25,4.0,4.25,4.25,3.75,3.5,3.25,3.0,2.75
Donkey Kong,Pipe Frame,Slick,3.75,2.75,5.0,1.75,2.75,4.25,3.75,4.25,3.25,3.0,2.25,2.75,2.0
Donkey Kong,Pipe Frame,Metal,4.0,2.5,4.25,2.25,2.75,4.25,4.5,3.5,3.75,3.0,2.75,2.5,1.75
Donkey Kong,Pipe Frame,Button,3.0,3.75,4.25,2.5,3.75,3.5,4.25,3.75,3.75,3.25,3.0,3.25,2.25
Donkey Kong,Pipe Frame,Off-Road,3.75,3.25,4.75,3.25,3.0,4.0,4.75,3.75,3.5,2.75,2.5,2.75,2.25
Donkey Kong,Pipe Frame,Sponge,3.25,3.5,4.5,3.25,3.75,3.5,4.0,3.5,4.25,3.0,2.5,2.75,2.5
Donkey Kong,Pipe Frame,Wood Wooden,3.5,3.0,5.0,2.0,3.25,4.0,4.25,4.25,3.75,3.5,3.25,3.0,2.75
Donkey Kong,Pipe Frame,Cushion,3.25,3.5,4.5,3.25,3.75,3.5,4.0,3.5,4.25,3.0,2.5,2.75,2.5
Donkey Kong,Pipe Frame,Blue Standard Normal Blue,3.5,3.5,4.5,3.0,3.5,3.75,4.5,3.75,4.0,3.25,3.0,3.0,2.5
Donkey Kong,Pipe Frame,Hot Monster Funky Monster,4.0,3.0,4.75,3.5,3.25,3.75,4.25,3.75,3.5,2.5,2.5,2.25,2.0
Donkey Kong,Pipe Frame,Azure Roller,3.0,4.0,4.0,2.75,4.0,3.25,4.5,3.25,4.0,3.5,3.25,3.25,2.75
Donkey Kong,Pipe Frame,Crimson Slim,3.5,3.0,5.0,2.0,3.25,4.0,4.25,4.25,3.75,3.5,3.25,3.0,2.75
Donkey Kong,Pipe Frame,Cyber Slick,3.75,2.75,5.0,1.75,2.75,4.25,3.75,4.25,3.25,3.0,2.25,2.75,2.0
Donkey Kong,Pipe Frame,Retro Off-Road,3.75,3.25,4.75,3.25,3.0,4.0,4.75,3.75,3.5,2.75,2.5,2.75,2.25
Donkey Kong,Pipe Frame,Gold Tires Gold Wheels,4.0,2.5,4.25,2.25,2.75,4.25,4.5,3.5,3.75,3.0,2.75,2.5,1.75
Donkey Kong,Pipe Frame,GLA Tires GLA Wheels,3.5,3.5,4.5,3.0,3.5,3.75,4.5,3.75,4.0,3.25,3.0,3.0,2.5
Donkey Kong,Pipe Frame,Triforce Tires Triforce Tyres,3.75,3.25,4.75,3.25,3.0,4.0,4.75,3.75,3.5,2.75,2.5,2.75,2.25
Donkey Kong,Pipe Frame,Leaf Tires Leaf Tyres,3.0,3.75,4.25,2.5,3.75,3.5,4.25,3.75,3.75,3.25,3.0,3.25,2.25
Donkey Kong,Pipe Frame,Ancient Tires Ancient Tyres,4.0,3.0,4.75,3.5,3.25,3.75,4.25,3.75,3.5,2.5,2.5,2.25,2.0
Donkey Kong,Mach 8,Standard Normal,4.0,2.75,4.25,3.0,3.25,4.25,4.5,4.75,4.75,2.5,2.5,3.0,2.5
